#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
Chr5	152500000	153000000	0.548332	0.451668	137418	113218	112616	136748	0	0	500000
Chr5	153000000	153500000	0.541552	0.458448	137209	115343	113881	133567	0	0	500000
Chr5	153500000	154000000	0.565868	0.434132	144058	111635	105431	138876	0	0	500000
Chr5	154000000	154500000	0.540842	0.459158	132475	113400	116179	137946	0	0	500000
Chr5	154500000	155000000	0.538454	0.461546	130039	113184	117589	139188	0	0	500000
Chr5	155000000	155500000	0.517902	0.482098	127311	119804	121245	131640	0	0	500000
Chr5	155500000	156000000	0.525616	0.474384	133577	119138	118054	129231	0	0	500000
Chr5	156000000	156500000	0.543382	0.456618	135603	114337	113972	136088	0	0	500000
Chr5	156500000	157000000	0.572362	0.427638	139051	105538	108281	147130	0	0	500000
Chr5	157000000	157500000	0.539736	0.459264	134327	113592	116040	135541	500	0	500000
Chr5	157500000	158000000	0.554868	0.445132	137212	109945	112621	140222	0	0	500000
Chr5	158000000	158500000	0.560746	0.439254	139295	110218	109409	141078	0	0	500000
Chr5	158500000	159000000	0.536642	0.462358	133161	114682	116497	135160	500	0	500000
Chr5	159000000	159500000	0.535150	0.463850	136248	117697	114228	131327	500	0	500000
Chr5	159500000	160000000	0.525110	0.474890	129485	117417	120028	133070	0	0	500000
Chr5	160000000	160500000	0.522664	0.476336	129514	120206	117962	131818	500	0	500000
Chr5	160500000	161000000	0.520630	0.479370	129683	119806	119879	130632	0	0	500000
Chr5	161000000	161500000	0.527522	0.472478	133028	119067	117172	130733	0	0	500000
Chr5	161500000	162000000	0.520864	0.479136	131065	120341	119227	129367	0	0	500000
Chr5	162000000	162500000	0.533256	0.466744	131951	117803	115569	134677	0	0	500000
Chr5	162500000	163000000	0.527478	0.471522	131610	117747	118014	132129	500	0	500000
Chr5	163000000	163500000	0.526638	0.473362	132885	118329	118352	130434	0	0	500000
Chr5	163500000	164000000	0.525228	0.473772	131925	119253	117633	130689	500	0	500000
Chr5	164000000	164500000	0.532316	0.465684	129930	114543	118299	136228	1000	0	500000
Chr5	164500000	165000000	0.518366	0.481634	129340	118328	122489	129843	0	0	500000
Chr5	165000000	165500000	0.524572	0.475428	127341	118536	119178	134945	0	0	500000
Chr5	165500000	166000000	0.519198	0.479802	128523	120133	119768	131076	500	0	500000
Chr5	166000000	166500000	0.527640	0.471360	129145	116724	118956	134675	500	0	500000
Chr5	166500000	167000000	0.523422	0.476578	127006	118160	120129	134705	0	0	500000
Chr5	167000000	167500000	0.517534	0.482466	125813	120321	120912	132954	0	0	500000
Chr5	167500000	168000000	0.523416	0.475584	131730	117976	119816	129978	500	0	500000
Chr5	168000000	168500000	0.519198	0.479802	127184	118595	121306	132415	500	0	500000
Chr5	168500000	169000000	0.517808	0.482192	129424	119882	121214	129480	0	0	500000
Chr5	169000000	169500000	0.505528	0.492472	127063	122209	124027	125701	1000	0	500000
Chr5	169500000	170000000	0.509516	0.489484	124123	122926	121816	130635	500	0	500000
Chr5	170000000	170500000	0.518986	0.481014	131160	120881	119626	128333	0	0	500000
Chr5	170500000	171000000	0.513222	0.486778	131002	122482	120907	125609	0	0	500000
Chr5	171000000	171500000	0.519926	0.480074	130502	120739	119298	129461	0	0	500000
Chr5	171500000	172000000	0.510216	0.489784	127942	123060	121832	127166	0	0	500000
Chr5	172000000	172500000	0.516582	0.483418	128875	120433	121276	129416	0	0	500000
Chr5	172500000	173000000	0.502226	0.495774	125458	123535	124352	125655	1000	0	500000
Chr5	173000000	173500000	0.513622	0.486378	129030	122663	120526	127781	0	0	500000
Chr5	173500000	174000000	0.501904	0.498096	123850	124199	124849	127102	0	0	500000
Chr5	174000000	174500000	0.506112	0.493888	128345	124022	122922	124711	0	0	500000
Chr5	174500000	175000000	0.526066	0.471934	132744	118575	117392	130289	1000	0	500000
Chr5	175000000	175500000	0.522348	0.477652	131423	120168	118658	129751	0	0	500000
Chr5	175500000	176000000	0.514148	0.483852	129097	120812	121114	127977	1000	0	500000
Chr5	176000000	176500000	0.494322	0.505678	121992	127336	125503	125169	0	0	500000
Chr5	176500000	177000000	0.501972	0.498028	126213	123664	125350	124773	0	0	500000
Chr5	177000000	177500000	0.496100	0.502900	125871	126274	125176	122179	500	0	500000
Chr5	177500000	178000000	0.499528	0.500472	126832	125341	124895	122932	0	0	500000
Chr5	178000000	178500000	0.518972	0.481028	133172	120890	119624	126314	0	0	500000
Chr5	178500000	179000000	0.513196	0.485804	125727	120615	122287	130871	500	0	500000
Chr5	179000000	179500000	0.498284	0.500716	124894	125029	125329	124248	500	0	500000
Chr5	179500000	180000000	0.507614	0.492386	126435	123064	123129	127372	0	0	500000
Chr5	180000000	180500000	0.501838	0.497162	124916	124170	124411	126003	500	0	500000
Chr5	180500000	181000000	0.495984	0.504016	124188	126373	125635	123804	0	0	500000
Chr5	181000000	181500000	0.496216	0.503784	121875	125611	126281	126233	0	0	500000
Chr5	181500000	182000000	0.489160	0.510840	126242	129428	125992	118338	0	0	500000
Chr5	182000000	182500000	0.478868	0.520132	118927	129271	130795	120507	500	0	500000
Chr5	182500000	183000000	0.495420	0.504580	120689	128107	124183	127021	0	0	500000
Chr5	183000000	183500000	0.499388	0.499612	124560	125379	124427	125134	500	0	500000
Chr5	183500000	184000000	0.499744	0.500256	125930	123536	126592	123942	0	0	500000
Chr5	184000000	184500000	0.502430	0.497570	125014	122324	126461	126201	0	0	500000
Chr5	184500000	185000000	0.507880	0.492120	127465	122403	123657	126475	0	0	500000
Chr5	185000000	185500000	0.470320	0.529680	113911	131855	132985	121249	0	0	500000
Chr5	185500000	186000000	0.462756	0.537244	114527	133035	135587	116851	0	0	500000
Chr5	186000000	186500000	0.461564	0.537436	115948	133474	135244	114834	500	0	500000
Chr5	186500000	187000000	0.455424	0.542576	116197	137151	134137	111515	1000	0	500000
Chr5	187000000	187169083	0.526398	0.473602	41532	40371	39707	47473	0	0	169083
Chr6	0	500000	0.450750	0.549250	115810	143971	130654	109565	0	0	500000
Chr6	500000	1000000	0.451490	0.547510	115083	137687	136068	110662	500	0	500000
Chr6	1000000	1500000	0.462226	0.537774	115477	133011	135876	115636	0	0	500000
Chr6	1500000	2000000	0.474186	0.525814	118457	130158	132749	118636	0	0	500000
Chr6	2000000	2500000	0.492322	0.507678	125035	128622	125217	121126	0	0	500000
Chr6	2500000	3000000	0.494982	0.505018	126159	127951	124558	121332	0	0	500000
Chr6	3000000	3500000	0.501864	0.498136	124796	124475	124593	126136	0	0	500000
Chr6	3500000	4000000	0.499866	0.498134	124857	125445	123622	125076	1000	0	500000
Chr6	4000000	4500000	0.493956	0.506044	124523	125508	127514	122455	0	0	500000
Chr6	4500000	5000000	0.504202	0.495798	124726	124609	123290	127375	0	0	500000
Chr6	5000000	5500000	0.507092	0.491908	123958	123013	122941	129588	500	0	500000
Chr6	5500000	6000000	0.506012	0.493988	124200	121402	125592	128806	0	0	500000
Chr6	6000000	6500000	0.501832	0.498168	123525	124551	124533	127391	0	0	500000
Chr6	6500000	7000000	0.509708	0.489292	129482	122774	121872	125372	500	0	500000
Chr6	7000000	7500000	0.511324	0.486676	130850	122663	120675	124812	1000	0	500000
Chr6	7500000	8000000	0.522614	0.477386	130310	119943	118750	130997	0	0	500000
Chr6	8000000	8500000	0.519096	0.480904	128687	119542	120910	130861	0	0	500000
Chr6	8500000	9000000	0.515040	0.483960	128603	121273	120707	128917	500	0	500000
Chr6	9000000	9500000	0.517132	0.481868	130065	119564	121370	128501	500	0	500000
Chr6	9500000	10000000	0.517516	0.480484	129931	119937	120305	128827	1000	0	500000
Chr6	10000000	10500000	0.521230	0.478770	130832	120157	119228	129783	0	0	500000
Chr6	10500000	11000000	0.510800	0.489200	127873	121681	122919	127527	0	0	500000
Chr6	11000000	11500000	0.517590	0.482410	127916	120468	120737	130879	0	0	500000
Chr6	11500000	12000000	0.519000	0.481000	129919	119594	120906	129581	0	0	500000
Chr6	12000000	12500000	0.513584	0.486416	129099	121928	121280	127693	0	0	500000
Chr6	12500000	13000000	0.510720	0.487280	126003	120600	123040	129357	1000	0	500000
Chr6	13000000	13500000	0.514348	0.485652	128048	122604	120222	129126	0	0	500000
Chr6	13500000	14000000	0.509434	0.490566	129175	123206	122077	125542	0	0	500000
Chr6	14000000	14500000	0.511492	0.488508	127094	122410	121844	128652	0	0	500000
Chr6	14500000	15000000	0.510580	0.488420	129127	123198	121012	126163	500	0	500000
Chr6	15000000	15500000	0.512874	0.486126	128288	120902	122161	128149	500	0	500000
Chr6	15500000	16000000	0.513408	0.486592	129611	122149	121147	127093	0	0	500000
Chr6	16000000	16500000	0.517630	0.482370	130326	122066	119119	128489	0	0	500000
Chr6	16500000	17000000	0.506378	0.492622	126766	124508	121803	126423	500	0	500000
Chr6	17000000	17500000	0.524526	0.475474	133899	119892	117845	128364	0	0	500000
Chr6	17500000	18000000	0.515192	0.483808	131980	122576	119328	125616	500	0	500000
Chr6	18000000	18500000	0.510544	0.489456	127661	121903	122825	127611	0	0	500000
Chr6	18500000	19000000	0.518606	0.481394	128879	119676	121021	130424	0	0	500000
Chr6	19000000	19500000	0.517550	0.481450	129151	119830	120895	129624	500	0	500000
Chr6	19500000	20000000	0.521354	0.478646	127021	119098	120225	133656	0	0	500000
Chr6	20000000	20500000	0.526438	0.473562	129240	117654	119127	133979	0	0	500000
Chr6	20500000	21000000	0.527066	0.471934	129970	118026	117941	133563	500	0	500000
Chr6	21000000	21500000	0.514646	0.485354	129097	121977	120700	128226	0	0	500000
Chr6	21500000	22000000	0.523162	0.476838	128859	119509	118910	132722	0	0	500000
Chr6	22000000	22500000	0.551180	0.447820	141870	112807	111103	133720	500	0	500000
Chr6	22500000	23000000	0.538134	0.459866	136196	114897	115036	132871	1000	0	500000
Chr6	23000000	23500000	0.517158	0.482842	129427	120946	120475	129152	0	0	500000
Chr6	23500000	24000000	0.534810	0.465190	130776	115220	117375	136629	0	0	500000
Chr6	24000000	24500000	0.519638	0.479362	130936	120520	119161	128883	500	0	500000
Chr6	24500000	25000000	0.526394	0.473606	130519	118451	118352	132678	0	0	500000
Chr6	25000000	25500000	0.530944	0.469056	129992	116495	118033	135480	0	0	500000
Chr6	25500000	26000000	0.525612	0.473388	130854	117036	119658	131952	500	0	500000
Chr6	26000000	26500000	0.534286	0.464714	136162	115963	116394	130981	500	0	500000
Chr6	26500000	27000000	0.524234	0.474766	132427	120698	116685	129690	500	0	500000
Chr6	27000000	27500000	0.541760	0.458240	134947	114239	114881	135933	0	0	500000
Chr6	27500000	28000000	0.527456	0.471544	133169	116990	118782	130559	500	0	500000
Chr6	28000000	28500000	0.531678	0.468322	130822	116015	118146	135017	0	0	500000
Chr6	28500000	29000000	0.550710	0.449290	138799	111983	112662	136556	0	0	500000
Chr6	29000000	29500000	0.552488	0.447512	136748	111220	112536	139496	0	0	500000
Chr6	29500000	30000000	0.553910	0.446090	138324	110950	112095	138631	0	0	500000
Chr6	30000000	30500000	0.536886	0.463114	131662	114721	116836	136781	0	0	500000
Chr6	30500000	31000000	0.548718	0.451282	138812	113628	112013	135547	0	0	500000
Chr6	31000000	31500000	0.539964	0.460036	133792	115242	114776	136190	0	0	500000
Chr6	31500000	32000000	0.544342	0.455658	136508	115407	112422	135663	0	0	500000
Chr6	32000000	32500000	0.537054	0.462946	135811	115266	116207	132716	0	0	500000
Chr6	32500000	33000000	0.533010	0.465990	133703	117747	115248	132802	500	0	500000
Chr6	33000000	33500000	0.545010	0.454990	136221	113846	113649	136284	0	0	500000
Chr6	33500000	34000000	0.554090	0.445910	136770	109948	113007	140275	0	0	500000
Chr6	34000000	34500000	0.552766	0.447234	138975	112280	111337	137408	0	0	500000
Chr6	34500000	35000000	0.557230	0.441770	141612	112130	108755	137003	500	0	500000
Chr6	35000000	35500000	0.541462	0.458538	133906	112837	116432	136825	0	0	500000
Chr6	35500000	36000000	0.547092	0.452908	136122	112855	113599	137424	0	0	500000
Chr6	36000000	36500000	0.569250	0.430750	142271	107917	107458	142354	0	0	500000
Chr6	36500000	37000000	0.555090	0.442910	139273	111240	110215	138272	1000	0	500000
Chr6	37000000	37500000	0.557846	0.442154	139224	110413	110664	139699	0	0	500000
Chr6	37500000	38000000	0.560178	0.438822	143556	111394	108017	136533	500	0	500000
Chr6	38000000	38500000	0.548910	0.451090	138703	114574	110971	135752	0	0	500000
Chr6	38500000	39000000	0.564452	0.435548	142756	108643	109131	139470	0	0	500000
Chr6	39000000	39500000	0.543660	0.455340	135949	112950	114720	135881	500	0	500000
Chr6	39500000	40000000	0.561084	0.438916	137124	107729	111729	143418	0	0	500000
Chr6	40000000	40500000	0.543610	0.456390	136586	113845	114350	135219	0	0	500000
Chr6	40500000	41000000	0.557922	0.442078	141395	111557	109482	137566	0	0	500000
Chr6	41000000	41500000	0.556490	0.443510	142800	112519	109236	135445	0	0	500000
Chr6	41500000	42000000	0.557608	0.441392	141648	111003	109693	137156	500	0	500000
Chr6	42000000	42500000	0.556636	0.442364	136091	108736	112446	142227	500	0	500000
Chr6	42500000	43000000	0.561754	0.438246	137900	108810	110313	142977	0	0	500000
Chr6	43000000	43500000	0.551562	0.447438	138640	110635	113084	137141	500	0	500000
Chr6	43500000	44000000	0.546918	0.453082	137050	113926	112615	136409	0	0	500000
Chr6	44000000	44500000	0.567978	0.431022	141111	107081	108430	142878	500	0	500000
Chr6	44500000	45000000	0.566876	0.433124	145110	108149	108413	138328	0	0	500000
Chr6	45000000	45500000	0.566228	0.433772	137778	106088	110798	145336	0	0	500000
Chr6	45500000	46000000	0.563834	0.436166	138145	106985	111098	143772	0	0	500000
Chr6	46000000	46500000	0.553978	0.445022	138281	110227	112284	138708	500	0	500000
Chr6	46500000	47000000	0.557666	0.441334	140669	110167	110500	138164	500	0	500000
Chr6	47000000	47500000	0.555282	0.444718	138146	110464	111895	139495	0	0	500000
Chr6	47500000	48000000	0.562030	0.437970	139409	108721	110264	141606	0	0	500000
Chr6	48000000	48500000	0.568704	0.431296	137448	107838	107810	146904	0	0	500000
Chr6	48500000	49000000	0.557002	0.442998	140275	109739	111760	138226	0	0	500000
Chr6	49000000	49500000	0.567066	0.432934	143219	107872	108595	140314	0	0	500000
Chr6	49500000	50000000	0.569868	0.429132	144556	109740	104826	140378	500	0	500000
Chr6	50000000	50500000	0.563212	0.435788	140668	108234	109660	140938	500	0	500000
Chr6	50500000	51000000	0.556014	0.443986	136138	109937	112056	141869	0	0	500000
Chr6	51000000	51500000	0.551426	0.446574	138163	113671	109616	137550	1000	0	500000
Chr6	51500000	52000000	0.553364	0.446636	141332	112741	110577	135350	0	0	500000
Chr6	52000000	52500000	0.561950	0.437050	140871	109677	108848	140104	500	0	500000
Chr6	52500000	53000000	0.564554	0.433446	142311	110515	106208	139966	1000	0	500000
Chr6	53000000	53500000	0.573134	0.426866	143213	104842	108591	143354	0	0	500000
Chr6	53500000	54000000	0.573548	0.426452	144397	106985	106241	142377	0	0	500000
Chr6	54000000	54500000	0.567468	0.431532	140823	107152	108614	142911	500	0	500000
Chr6	54500000	55000000	0.565888	0.433112	140220	107596	108960	142724	500	0	500000
Chr6	55000000	55500000	0.568954	0.431046	142062	105774	109749	142415	0	0	500000
Chr6	55500000	56000000	0.567150	0.432850	142084	108626	107799	141491	0	0	500000
Chr6	56000000	56500000	0.565636	0.434364	141766	108897	108285	141052	0	0	500000
Chr6	56500000	57000000	0.566062	0.433938	141380	109996	106973	141651	0	0	500000
Chr6	57000000	57500000	0.566112	0.433888	140160	107833	109111	142896	0	0	500000
Chr6	57500000	58000000	0.543898	0.456102	135091	114905	113146	136858	0	0	500000
Chr6	58000000	58500000	0.564364	0.435636	138853	109685	108133	143329	0	0	500000
Chr6	58500000	59000000	0.567146	0.431854	141633	108057	107870	141940	500	0	500000
Chr6	59000000	59500000	0.575012	0.424988	145178	107437	105057	142328	0	0	500000
Chr6	59500000	60000000	0.563150	0.436850	140565	109594	108831	141010	0	0	500000
Chr6	60000000	60500000	0.560314	0.438686	141158	110439	108904	138999	500	0	500000
Chr6	60500000	61000000	0.565616	0.434384	139912	107551	109641	142896	0	0	500000
Chr6	61000000	61500000	0.553934	0.444066	137126	110067	111966	139841	1000	0	500000
Chr6	61500000	62000000	0.566586	0.433414	140924	108130	108577	142369	0	0	500000
Chr6	62000000	62500000	0.565360	0.433640	140983	108827	107993	141697	500	0	500000
Chr6	62500000	63000000	0.564652	0.435348	140863	110813	106861	141463	0	0	500000
Chr6	63000000	63500000	0.559710	0.439290	142432	109814	109831	137423	500	0	500000
Chr6	63500000	64000000	0.575792	0.423208	145427	105676	105928	142469	500	0	500000
Chr6	64000000	64500000	0.570664	0.427336	145698	107146	106522	139634	1000	0	500000
Chr6	64500000	65000000	0.559710	0.439290	139561	110592	109053	140294	500	0	500000
Chr6	65000000	65500000	0.551510	0.448490	135711	112060	112185	140044	0	0	500000
Chr6	65500000	66000000	0.577464	0.422536	142885	104829	106439	145847	0	0	500000
Chr6	66000000	66500000	0.562974	0.437026	141158	108620	109893	140329	0	0	500000
Chr6	66500000	67000000	0.561362	0.437638	138593	109251	109568	142088	500	0	500000
Chr6	67000000	67500000	0.558992	0.441008	140251	110457	110047	139245	0	0	500000
Chr6	67500000	68000000	0.559342	0.440658	141060	111252	109077	138611	0	0	500000
Chr6	68000000	68500000	0.569822	0.430178	144350	107406	107683	140561	0	0	500000
Chr6	68500000	69000000	0.558564	0.441436	138364	110000	110718	140918	0	0	500000
Chr6	69000000	69500000	0.571878	0.427122	140822	106712	106849	145117	500	0	500000
Chr6	69500000	70000000	0.556564	0.442436	138598	110551	110667	139684	500	0	500000
Chr6	70000000	70500000	0.565926	0.434074	140665	109309	107728	142298	0	0	500000
Chr6	70500000	71000000	0.567450	0.431550	141208	108883	106892	142517	500	0	500000
Chr6	71000000	71500000	0.570366	0.429634	141230	107263	107554	143953	0	0	500000
Chr6	71500000	72000000	0.551472	0.446528	140267	110263	113001	135469	1000	0	500000
Chr6	72000000	72500000	0.571964	0.428036	142501	107088	106930	143481	0	0	500000
Chr6	72500000	73000000	0.567546	0.432454	145294	107957	108270	138479	0	0	500000
Chr6	73000000	73500000	0.583418	0.416582	150208	105498	102793	141501	0	0	500000
Chr6	73500000	74000000	0.569682	0.430318	141008	105623	109536	143833	0	0	500000
Chr6	74000000	74500000	0.571176	0.428824	141580	107581	106831	144008	0	0	500000
Chr6	74500000	75000000	0.563958	0.436042	140616	108665	109356	141363	0	0	500000
Chr6	75000000	75500000	0.558492	0.441508	139235	108603	112151	140011	0	0	500000
Chr6	75500000	76000000	0.558384	0.441616	139896	111294	109514	139296	0	0	500000
Chr6	76000000	76500000	0.572096	0.427904	144371	109137	104815	141677	0	0	500000
Chr6	76500000	77000000	0.561952	0.437048	139387	108097	110427	141589	500	0	500000
Chr6	77000000	77500000	0.567322	0.432678	143643	108592	107747	140018	0	0	500000
Chr6	77500000	78000000	0.559344	0.439656	142930	110347	109481	136742	500	0	500000
Chr6	78000000	78500000	0.564896	0.434104	138114	107309	109743	144334	500	0	500000
Chr6	78500000	79000000	0.572970	0.427030	143307	105629	107886	143178	0	0	500000
Chr6	79000000	79500000	0.564572	0.434428	140617	109153	108061	141669	500	0	500000
Chr6	79500000	80000000	0.566228	0.433772	143242	109054	107832	139872	0	0	500000
Chr6	80000000	80500000	0.557826	0.442174	141402	111463	109624	137511	0	0	500000
Chr6	80500000	81000000	0.571092	0.425908	139842	105672	107282	145704	1500	0	500000
Chr6	81000000	81500000	0.563850	0.435150	139466	107830	109745	142459	500	0	500000
Chr6	81500000	82000000	0.565528	0.434472	142619	108075	109161	140145	0	0	500000
Chr6	82000000	82500000	0.568374	0.431626	142222	108143	107670	141965	0	0	500000
Chr6	82500000	83000000	0.558056	0.441944	137689	111722	109250	141339	0	0	500000
Chr6	83000000	83500000	0.559026	0.437974	139468	109750	109237	140045	1500	0	500000
Chr6	83500000	84000000	0.570532	0.429468	141562	109866	104868	143704	0	0	500000
Chr6	84000000	84500000	0.574152	0.425848	143250	105385	107539	143826	0	0	500000
Chr6	84500000	85000000	0.571152	0.428848	144860	107631	106793	140716	0	0	500000
Chr6	85000000	85500000	0.567150	0.432850	139287	108396	108029	144288	0	0	500000
Chr6	85500000	86000000	0.570288	0.429712	144309	107144	107712	140835	0	0	500000
Chr6	86000000	86500000	0.568040	0.431960	142900	108727	107253	141120	0	0	500000
Chr6	86500000	87000000	0.563582	0.436418	141199	108235	109974	140592	0	0	500000
Chr6	87000000	87500000	0.560494	0.439506	139849	110340	109413	140398	0	0	500000
Chr6	87500000	88000000	0.565496	0.433504	141852	107104	109648	140896	500	0	500000
Chr6	88000000	88500000	0.558194	0.441806	137564	109674	111229	141533	0	0	500000
Chr6	88500000	89000000	0.564314	0.435686	140779	108897	108946	141378	0	0	500000
Chr6	89000000	89500000	0.558510	0.441490	139015	109032	111713	140240	0	0	500000
Chr6	89500000	90000000	0.566170	0.433830	138546	107082	109833	144539	0	0	500000
Chr6	90000000	90500000	0.563820	0.434180	141592	108200	108890	140318	1000	0	500000
Chr6	90500000	91000000	0.556492	0.443508	137417	112458	109296	140829	0	0	500000
Chr6	91000000	91500000	0.559926	0.440074	137886	110679	109358	142077	0	0	500000
Chr6	91500000	92000000	0.555616	0.442384	138029	112391	108801	139779	1000	0	500000
Chr6	92000000	92500000	0.561972	0.438028	137555	110012	109002	143431	0	0	500000
Chr6	92500000	93000000	0.560910	0.439090	138049	110243	109302	142406	0	0	500000
Chr6	93000000	93500000	0.568884	0.430116	140284	109172	105886	144158	500	0	500000
Chr6	93500000	94000000	0.571926	0.427074	141761	106672	106865	144202	500	0	500000
Chr6	94000000	94500000	0.564590	0.435410	142079	109204	108501	140216	0	0	500000
Chr6	94500000	95000000	0.564688	0.435312	142962	109547	108109	139382	0	0	500000
Chr6	95000000	95500000	0.562836	0.437164	140081	108515	110067	141337	0	0	500000
Chr6	95500000	96000000	0.558080	0.441920	140372	111391	109569	138668	0	0	500000
Chr6	96000000	96500000	0.568948	0.431052	140991	106865	108661	143483	0	0	500000
Chr6	96500000	97000000	0.563008	0.436992	142905	110038	108458	138599	0	0	500000
Chr6	97000000	97500000	0.555020	0.444980	139806	110170	112320	137704	0	0	500000
Chr6	97500000	98000000	0.567730	0.432270	139917	107433	108702	143948	0	0	500000
Chr6	98000000	98500000	0.570790	0.429210	146777	107037	107568	138618	0	0	500000
Chr6	98500000	99000000	0.559024	0.439976	139966	110606	109382	139546	500	0	500000
Chr6	99000000	99500000	0.564086	0.434914	138672	105903	111554	143371	500	0	500000
Chr6	99500000	100000000	0.559998	0.440002	139370	110293	109708	140629	0	0	500000
Chr6	100000000	100500000	0.566978	0.432022	140335	106992	109019	143154	500	0	500000
Chr6	100500000	101000000	0.554260	0.445740	137409	111484	111386	139721	0	0	500000
Chr6	101000000	101500000	0.563822	0.436178	140294	109639	108450	141617	0	0	500000
Chr6	101500000	102000000	0.562574	0.437426	143689	109217	109496	137598	0	0	500000
Chr6	102000000	102500000	0.556938	0.443062	139303	111901	109630	139166	0	0	500000
Chr6	102500000	103000000	0.567182	0.432818	141482	108765	107644	142109	0	0	500000
Chr6	103000000	103500000	0.566534	0.433466	141643	109529	107204	141624	0	0	500000
Chr6	103500000	104000000	0.563572	0.436428	138854	108352	109862	142932	0	0	500000
Chr6	104000000	104500000	0.566056	0.433944	141235	109243	107729	141793	0	0	500000
Chr6	104500000	105000000	0.561566	0.436434	138951	110138	108079	141832	1000	0	500000
Chr6	105000000	105500000	0.564114	0.435886	142480	107834	110109	139577	0	0	500000
Chr6	105500000	106000000	0.555858	0.444142	138802	111999	110072	139127	0	0	500000
Chr6	106000000	106500000	0.555166	0.444834	139841	111894	110523	137742	0	0	500000
Chr6	106500000	107000000	0.569494	0.430506	137920	107061	108192	146827	0	0	500000
Chr6	107000000	107500000	0.574118	0.424882	143290	107141	105300	143769	500	0	500000
Chr6	107500000	108000000	0.571522	0.427478	143936	105994	107745	141825	500	0	500000
Chr6	108000000	108500000	0.567964	0.431036	144917	109309	106209	139065	500	0	500000
Chr6	108500000	109000000	0.556588	0.442412	135082	109011	112195	143212	500	0	500000
Chr6	109000000	109500000	0.564628	0.433372	139216	107925	108761	143098	1000	0	500000
Chr6	109500000	110000000	0.560652	0.439348	139887	110934	108740	140439	0	0	500000
Chr6	110000000	110500000	0.571466	0.428534	145213	107666	106601	140520	0	0	500000
Chr6	110500000	111000000	0.567254	0.432746	143306	109126	107247	140321	0	0	500000
Chr6	111000000	111500000	0.573370	0.425630	141417	105925	106890	145268	500	0	500000
Chr6	111500000	112000000	0.572530	0.427470	141439	107061	106674	144826	0	0	500000
Chr6	112000000	112500000	0.553692	0.446308	136907	110327	112827	139939	0	0	500000
Chr6	112500000	113000000	0.558110	0.441890	139861	110837	110108	139194	0	0	500000
Chr6	113000000	113500000	0.575986	0.423014	149261	105483	106024	138732	500	0	500000
Chr6	113500000	114000000	0.567086	0.431914	145093	109275	106682	138450	500	0	500000
Chr6	114000000	114500000	0.572044	0.426956	144795	106401	107077	141227	500	0	500000
Chr6	114500000	115000000	0.576596	0.423404	145131	107480	104222	143167	0	0	500000
Chr6	115000000	115500000	0.568106	0.427894	143577	106723	107224	140476	2000	0	500000
Chr6	115500000	116000000	0.560180	0.439820	141248	109622	110288	138842	0	0	500000
Chr6	116000000	116500000	0.558906	0.441094	140561	110003	110544	138892	0	0	500000
Chr6	116500000	117000000	0.558030	0.440970	140458	111327	109158	138557	500	0	500000
Chr6	117000000	117500000	0.553320	0.446608	141163	112420	110884	135497	36	0	500000
Chr6	117500000	118000000	0.579166	0.419906	148506	107099	102854	141077	464	0	500000
Chr6	118000000	118500000	0.564624	0.435376	142584	109379	108309	139728	0	0	500000
Chr6	118500000	119000000	0.564936	0.435064	140071	108843	108689	142397	0	0	500000
Chr6	119000000	119500000	0.576060	0.422940	147699	107856	103614	140331	500	0	500000
Chr6	119500000	120000000	0.562040	0.437960	137895	110631	108349	143125	0	0	500000
Chr6	120000000	120500000	0.560204	0.439796	137264	107404	112494	142838	0	0	500000
Chr6	120500000	121000000	0.568698	0.429302	139654	105162	109489	144695	1000	0	500000
Chr6	121000000	121500000	0.559182	0.440818	140737	108566	111843	138854	0	0	500000
Chr6	121500000	122000000	0.561562	0.438438	141751	110668	108551	139030	0	0	500000
Chr6	122000000	122500000	0.560670	0.438330	137412	108798	110367	142923	500	0	500000
Chr6	122500000	123000000	0.551362	0.448638	137131	110822	113497	138550	0	0	500000
Chr6	123000000	123500000	0.553770	0.442230	142491	112529	108586	134394	2000	0	500000
Chr6	123500000	124000000	0.565846	0.434154	140227	106873	110204	142696	0	0	500000
Chr6	124000000	124500000	0.563818	0.436182	141814	108172	109919	140095	0	0	500000
Chr6	124500000	125000000	0.550994	0.449006	138598	113038	111465	136899	0	0	500000
Chr6	125000000	125500000	0.557090	0.442910	139943	114160	107295	138602	0	0	500000
Chr6	125500000	126000000	0.554260	0.445740	139587	113479	109391	137543	0	0	500000
Chr6	126000000	126500000	0.552078	0.447922	140606	112928	111033	135433	0	0	500000
Chr6	126500000	127000000	0.558136	0.441864	142168	112641	108291	136900	0	0	500000
Chr6	127000000	127500000	0.556418	0.443582	140529	112165	109626	137680	0	0	500000
Chr6	127500000	128000000	0.558942	0.440058	140836	110786	109243	138635	500	0	500000
Chr6	128000000	128500000	0.557028	0.442972	141440	111119	110367	137074	0	0	500000
Chr6	128500000	129000000	0.553520	0.445480	141145	113069	109671	135615	500	0	500000
Chr6	129000000	129500000	0.546216	0.451784	136736	113142	112750	136372	1000	0	500000
Chr6	129500000	130000000	0.547366	0.452634	139015	114069	112248	134668	0	0	500000
